club,name,position,age,overall,nationality,image,
Vélez Sarsfield 1994,Chilavert,GOL,28,85,Paraguay,wiki/missing_player.jpg
Vélez Sarsfield 1994,Ponce,ZAG,30,79,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Claudio Husain,VOL,26,80,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Trotta,ZAG,25,78,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Rodrigo López,ATA,22,77,Uruguay,wiki/missing_player.jpg
Vélez Sarsfield 1994,Saturno,VOL,28,77,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Sarría,MEI,25,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Astillero,VOL,26,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Glass,ZAG,29,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Zandoná,ATA,20,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Fernando Pandolfi,ATA,21,74,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Balbo,ATA,21,73,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Francescoli,ATA,33,86,Uruguay,wiki/missing_player.jpg
Vélez Sarsfield 1994,Fabian Carrizo,ATA,22,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Palacios,LE,20,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Acuña,ZAG,28,75,Argentina,wiki/missing_player.jpg
Vélez Sarsfield 1994,Caniggia,ATA,27,81,Argentina,wiki/missing_player.jpg
River Plate 1996,Germán Burgos,GOL,27,79,Argentina,wiki/missing_player.jpg
River Plate 1996,Hernán Díaz,LD,30,83,Argentina,wiki/missing_player.jpg
River Plate 1996,Diego Sorín,LE,20,78,Argentina,wiki/missing_player.jpg
River Plate 1996,Celso Ayala,ZAG,25,81,Paraguay,wiki/missing_player.jpg
River Plate 1996,Ramón Medina Bello,ZAG,29,80,Argentina,wiki/missing_player.jpg
River Plate 1996,Leonardo Astrada,VOL,26,83,Argentina,wiki/missing_player.jpg
River Plate 1996,Marcelo Escudero,MEI,25,80,Argentina,wiki/missing_player.jpg
River Plate 1996,Matías Almeyda,VOL,23,83,Argentina,wiki/missing_player.jpg
River Plate 1996,Enzo Francescoli,MEI,34,88,Uruguay,wiki/missing_player.jpg
River Plate 1996,Marcelo Salas,ATA,21,84,Chile,wiki/missing_player.jpg
River Plate 1996,Juan Pablo Sorín,ATA,20,80,Argentina,wiki/missing_player.jpg
River Plate 1996,José María Buljubasich,GOL,23,75,Argentina,wiki/missing_player.jpg
River Plate 1996,Hugo Morales,ATA,21,78,Argentina,wiki/missing_player.jpg
River Plate 1996,Nelson Cuevas,ATA,17,76,Paraguay,wiki/missing_player.jpg
River Plate 1996,Roberto Trotta,ZAG,29,79,Argentina,wiki/missing_player.jpg
River Plate 1996,Hernán Díaz,LD,30,83,Argentina,wiki/missing_player.jpg
River Plate 1996,Diego Cocca,VOL,24,77,Argentina,wiki/missing_player.jpg
River Plate 1996,Marcelo Gallardo,MEI,20,83,Argentina,wiki/missing_player.jpg
River Plate 1996,Pablo Sorín,ATA,20,80,Argentina,wiki/missing_player.jpg
River Plate 1996,Gabriel Cedrés,MEI,25,76,Uruguay,wiki/missing_player.jpg
River Plate 1996,Marcelo Delgado,ATA,20,80,Argentina,wiki/missing_player.jpg
River Plate 1996,Javier Sodero,GOL,22,75,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Roberto Abbondanzieri,GOL,30,84,Argentina,header/s_19937_123_2013_10_10_1.jpg?lm=1
Boca Juniors 2003,Hugo Ibarra,LD,25,82,Argentina,header/6985-1413445939.jpg?lm=1
Boca Juniors 2003,Clemente Rodríguez,LE,22,83,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Rolando Schiavi,ZAG,30,85,Argentina,header/s_20002_189_2012_1.jpg?lm=1
Boca Juniors 2003,Nicolás Burdisso,ZAG,22,84,Argentina,header/3417-1448531346.jpg?lm=1
Boca Juniors 2003,Battaglia,MC,30,82,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Raúl Cascini,VOL,34,78,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Diego Cagna,MEI,32,77,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Carlos Tevez,ATA,19,87,Argentina,header/4276-1463994638.jpg?lm=1
Boca Juniors 2003,Guillermo Schelotto,ATA,30,84,Argentina,header/3414-1455289697.jpg?lm=1
Boca Juniors 2003,Willy Caballero,GOL,30,74,Argentina,header/53337-1471527111.png?lm=1
Boca Juniors 2003,Gustavo Pinto,MEI,30,73,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Matías Donnet,MEI,22,77,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Canjelico,ATA,30,73,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Javier Villareal,MEI,30,73,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Gustavo Pinto,MEI,30,73,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Raúl Estévez,ATA,30,74,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Pablo Jérez,ZAG,30,73,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Miguel Caneo,MEI,30,74,Argentina,wiki/missing_player.jpg
Boca Juniors 2003,Franco Cángele,ATA,30,73,Argentina,wiki/missing_player.jpg
Santos 1962,Gilmar,GOL,31,85,Brazil,header/236128-1528805211.jpg?lm=1
Santos 1962,Lima,LD,24,80,Brazil,wiki/missing_player.jpg
Santos 1962,Mauro,ZAG,28,80,Brazil,wiki/missing_player.jpg
Santos 1962,Calvet,ZAG,27,78,Brazil,wiki/missing_player.jpg
Santos 1962,Geraldino,LE,25,81,Brazil,wiki/missing_player.jpg
Santos 1962,Zito,VOL,29,85,Brazil,wiki/missing_player.jpg
Santos 1962,Mengálvio,MEI,22,85,Brazil,wiki/missing_player.jpg
Santos 1962,Dorval,MEI,28,84,Brazil,wiki/missing_player.jpg
Santos 1962,Coutinho,ATA,19,87,Brazil,header/268382-1552400910.jpg?lm=1
Santos 1962,Pelé,ATA,21,95,Brazil,header/17121-1672341199.jpg?lm=1
Santos 1962,Pepe,ATA,27,87,Brazil,wiki/missing_player.jpg
Santos 1962,Getúlio,VOL,23,75,Brazil,wiki/missing_player.jpg
Santos 1962,Laércio,LE,25,72,Brazil,wiki/missing_player.jpg
Santos 1962,Celso,MEI,20,72,Brazil,wiki/missing_player.jpg
Santos 1962,Ismael,ATA,21,75,Brazil,wiki/missing_player.jpg
Santos 1962,Peixinho,ATA,21,70,Brazil,wiki/missing_player.jpg
Santos 1962,Almir,MEI,25,77,Brazil,wiki/missing_player.jpg
Santos 1962,Alfeu,MEI,21,70,Brazil,wiki/missing_player.jpg
Botafogo 1962,Manga,GOL,25,78,Uruguay,wiki/missing_player.jpg
Botafogo 1962,Paulo Henrique,LD,29,73,Brazil,wiki/missing_player.jpg
Botafogo 1962,Paulistinha,ZAG,28,74,Brazil,wiki/missing_player.jpg
Botafogo 1962,Leônidas,ZAG,24,76,Brazil,wiki/missing_player.jpg
Botafogo 1962,Murilo,ZAG,25,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Ayrton,VOL,27,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Dino Sani,MEI,26,83,Brazil,wiki/missing_player.jpg
Botafogo 1962,Quarentinha,ATA,28,82,Brazil,wiki/missing_player.jpg
Botafogo 1962,Garrincha,ATA,29,95,Brazil,wiki/missing_player.jpg
Botafogo 1962,Amoroso,ATA,29,77,Brazil,wiki/missing_player.jpg
Botafogo 1962,Vinícius,ATA,28,76,Brazil,wiki/missing_player.jpg
Botafogo 1962,Roberto Dias,LE,26,74,Brazil,wiki/missing_player.jpg
Botafogo 1962,Rildo,MEI,24,74,Brazil,wiki/missing_player.jpg
Botafogo 1962,Léo,VOL,19,70,Brazil,wiki/missing_player.jpg
Botafogo 1962,Nei Conceição,ATA,15,70,Brazil,wiki/missing_player.jpg
Botafogo 1962,Zequinha,ATA,22,77,Brazil,wiki/missing_player.jpg
Botafogo 1962,Germano,ATA,19,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Caio,ATA,23,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Milton Mezenga,ATA,25,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Beto,ATA,18,75,Brazil,wiki/missing_player.jpg
Botafogo 1962,Edison,ATA,24,75,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Valdir Joaquim de Moraes,GOL,33,82,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Djalma Santos,LD,37,85,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Baldochi,ZAG,29,77,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Túlio,ZAG,32,76,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Minuca,LE,26,74,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Pedro Caravela,VOL,27,76,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Ademir da Guia,MEI,25,89,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Germano,MEI,29,79,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Parada,ATA,29,81,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Servílio,ATA,29,78,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Antoninho,ATA,25,78,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Valdomiro,ATA,25,79,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Carlito,GOL,25,75,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Djalma Santos,LD,19,75,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Valdir de Moraes,GOL,20,72,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Osmar,ZAG,24,73,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Luis Valente,VOL,22,72,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Souza,VOL,23,72,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Juvenal,ATA,26,72,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Alemão,ATA,25,72,Brazil,wiki/missing_player.jpg
Palmeiras 1967,Lamarca,VOL,23,72,Brazil,wiki/missing_player.jpg
Botafogo 1970,Agustin,GOL,31,74,Uruguay,wiki/missing_player.jpg
Botafogo 1970,Alberto,VOL,27,75,Brazil,wiki/missing_player.jpg
Botafogo 1970,Amarildo,ATA,29,76,Brazil,wiki/missing_player.jpg
Botafogo 1970,Berlezi,ZAG,27,73,Brazil,wiki/missing_player.jpg
Botafogo 1970,Carlos Roberto,ATA,26,74,Brazil,wiki/missing_player.jpg
Botafogo 1970,Dirceu,ATA,25,75,Brazil,wiki/missing_player.jpg
Botafogo 1970,Gallardo,ATA,24,75,Brazil,wiki/missing_player.jpg
Botafogo 1970,Gérson,MEI,29,80,Brazil,wiki/missing_player.jpg
Botafogo 1970,Guaraci,LE,21,74,Brazil,wiki/missing_player.jpg
Botafogo 1970,Jairzinho,ATA,25,80,Brazil,wiki/missing_player.jpg
Botafogo 1970,Carlos Roberto,ATA,26,74,Brazil,wiki/missing_player.jpg
Botafogo 1970,Moreira,MEI,26,74,Brazil,wiki/missing_player.jpg
Botafogo 1970,Berlezi,ZAG,27,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Raul,GOL,26,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Pedro Paulo,ZAG,26,74,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Hector,ZAG,29,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Vanderlei,LE,29,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Piazza,VOL,32,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Wilson Piazza,VOL,32,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Zé Carlos,VOL,23,72,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Palhinha,ATA,26,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Joãozinho,ATA,24,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Eduardo,ATA,19,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Jairzinho,ATA,31,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Nelinho,LD,31,75,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Darci,LE,23,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Marcos,LE,23,72,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Ricardo Pinto,VOL,20,73,Brazil,wiki/missing_player.jpg
Cruzeiro 1976,Eli Mendes,VOL,27,72,Brazil,wiki/missing_player.jpg
Flamengo 1981,Raul,GOL,28,84,Brazil,wiki/missing_player.jpg
Flamengo 1981,Leandro,LD,21,80,Brazil,wiki/missing_player.jpg
Flamengo 1981,Marinho,ZAG,22,80,Brazil,wiki/missing_player.jpg
Flamengo 1981,Carlos Mozer,ZAG,22,83,Brazil,header/s_126890_123_2012_1.jpg?lm=1
Flamengo 1981,Júnior,LE,29,85,Brazil,header/117623-1522143968.jpg?lm=1
Flamengo 1981,Andrade,VOL,24,80,Brazil,wiki/missing_player.jpg
Flamengo 1981,Adílio,MEI,27,83,Brazil,wiki/missing_player.jpg
Flamengo 1981,Zico,MEI,28,92,Brazil,header/117619-1547817527.jpg?lm=1
Flamengo 1981,Tita,ATA,25,80,Brazil,header/96657-1479732445.jpg?lm=1
Flamengo 1981,Bebeto,ATA,17,80,Brazil,wiki/missing_player.jpg
Flamengo 1981,Assis,ATA,28,82,Brazil,wiki/missing_player.jpg
Flamengo 1981,Pica-Pau,ATA,22,79,Brazil,wiki/missing_player.jpg
Flamengo 1981,Luiz Carlos,GOL,34,75,Brazil,wiki/missing_player.jpg
Flamengo 1981,Carlos Alberto,ZAG,25,75,Brazil,wiki/missing_player.jpg
Flamengo 1981,Merica,ZAG,25,76,Brazil,wiki/missing_player.jpg
Flamengo 1981,Zinho,MEI,18,80,Brazil,wiki/missing_player.jpg
Flamengo 1981,Beto,MEI,21,82,Brazil,wiki/missing_player.jpg
Flamengo 1981,Paulinho Criciúma,VOL,27,77,Brazil,wiki/missing_player.jpg
Flamengo 1981,Nunes,ATA,28,79,Brazil,wiki/missing_player.jpg
Grêmio 1983,Mazaropi,GOL,27,76,Brazil,wiki/missing_player.jpg
Grêmio 1983,Paulo Roberto,GOL,24,75,Brazil,wiki/missing_player.jpg
Grêmio 1983,Baidek,ZAG,26,75,Brazil,wiki/missing_player.jpg
Grêmio 1983,Casemiro,LE,26,73,Brazil,wiki/missing_player.jpg
Grêmio 1983,Paulo César Magalhães,LD,22,73,Brazil,wiki/missing_player.jpg
Grêmio 1983,China,LE,25,75,Brazil,wiki/missing_player.jpg
Grêmio 1983,Bonamigo,VOL,27,74,Brazil,wiki/missing_player.jpg
Grêmio 1983,Osvaldo,MEI,23,78,Brazil,wiki/missing_player.jpg
Grêmio 1983,Júlio César,MEI,21,78,Brazil,wiki/missing_player.jpg
Grêmio 1983,Tarciso,ATA,31,80,Brazil,wiki/missing_player.jpg
Grêmio 1983,César,ATA,27,78,Brazil,wiki/missing_player.jpg
Grêmio 1983,Cuca,ATA,31,76,Brazil,wiki/missing_player.jpg
Grêmio 1983,Baltazar,ATA,30,80,Brazil,wiki/missing_player.jpg
Grêmio 1983,Hugo De León,ZAG,30,80,Uruguay,wiki/missing_player.jpg
Grêmio 1983,China,LE,25,75,Brazil,wiki/missing_player.jpg
Grêmio 1983,Bonamigo,VOL,27,74,Brazil,wiki/missing_player.jpg
Grêmio 1983,Victor,MEI,24,75,Brazil,wiki/missing_player.jpg
Grêmio 1983,César,ATA,27,78,Brazil,wiki/missing_player.jpg
Grêmio 1983,Renato Portaluppi,ATA,21,86,Brazil,wiki/missing_player.jpg
Grêmio 1983,Hugo De León,ZAG,30,84,Uruguay,wiki/missing_player.jpg
Grêmio 1983,Tarciso,ATA,31,80,Brazil,wiki/missing_player.jpg
Grêmio 1983,China,LE,25,79,Brazil,wiki/missing_player.jpg
Grêmio 1983,Baltazar,ATA,30,80,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Marcos,GOL,31,90,Brazil,header/s_30421_123_2013_10_10_1.jpg?lm=1
Palmeiras 1999,Sérgio,GOL,31,82,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Velloso,GOL,31,81,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Arce,LD,31,84,Brazil,header/s_130283_123_2013_03_21_1.jpg?lm=1
Palmeiras 1999,Rogério,LD,31,82,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Rubens Junior,LE,31,76,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Júnior,LE,31,83,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Júnior Baiano,ZAG,31,80,Brazil,header/17284-1493278309.jpg?lm=1
Palmeiras 1999,Cléber,ZAG,31,83,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Roque Júnior,ZAG,31,83,Brazil,header/5807-1589802559.jpg?lm=1
Palmeiras 1999,Catalino Rivarola,ZAG,31,75,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Galeano,VOL,31,79,Brazil,wiki/missing_player.jpg
Palmeiras 1999,César Sampaio,VOL,31,83,Brazil,header/s_103560_123_2013_06_18_1.jpg?lm=1
Palmeiras 1999,Jackson,MC,31,75,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Alex,MEI,31,87,Brazil,header/18537-1598536967.jpg?lm=1
Palmeiras 1999,Zinho,MEI,31,84,Brazil,header/27766-1639869588.jpg?lm=1
Palmeiras 1999,Paulo Nunes,ATA,31,82,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Oséas,ATA,31,78,Brazil,wiki/missing_player.jpg
Palmeiras 1999,Euller,ATA,31,79,Brazil,header/s_145710_2863_2010_2.jpg?lm=1
Palmeiras 1999,Evair,ATA,31,81,Brazil,wiki/missing_player.jpg
Vasco 2000,Hélton,GOL,22,78,Brazil,wiki/missing_player.jpg
Vasco 2000,Clébson,LD,25,76,Brazil,wiki/missing_player.jpg
Vasco 2000,Jorge Luiz,ZAG,29,75,Brazil,wiki/missing_player.jpg
Vasco 2000,Odvan,ZAG,27,80,Brazil,wiki/missing_player.jpg
Vasco 2000,Gilberto,LE,24,82,Brazil,wiki/missing_player.jpg
Vasco 2000,Nasa,VOL,31,73,Brazil,wiki/missing_player.jpg
Vasco 2000,Juninho Pernambucano,MEI,25,86,Brazil,wiki/missing_player.jpg
Vasco 2000,Vágner,VOL,25,78,Brazil,wiki/missing_player.jpg
Vasco 2000,Juninho Paulista,MEI,27,83,Brazil,wiki/missing_player.jpg
Vasco 2000,Romário,ATA,34,89,Brazil,wiki/missing_player.jpg
Vasco 2000,Euller,ATA,26,80,Brazil,wiki/missing_player.jpg
Vasco 2000,Mauro Galvão,ZAG,39,76,Brazil,wiki/missing_player.jpg
Vasco 2000,Evanílson,ZAG,25,75,Brazil,wiki/missing_player.jpg
Vasco 2000,Pedrinho,ATA,24,75,Brazil,wiki/missing_player.jpg
Vasco 2000,Viola,ATA,31,76,Brazil,wiki/missing_player.jpg
Vasco 2000,Jardel,ATA,26,76,Brazil,wiki/missing_player.jpg
Vasco 2000,Andrade,VOL,32,76,Brazil,wiki/missing_player.jpg
Vasco 2000,Helmut,VOL,22,70,Brazil,wiki/missing_player.jpg
Vasco 2000,Henrique,GOL,23,75,Brazil,wiki/missing_player.jpg
Corinthians 2000,Dida,GOL,26,82,Brazil,wiki/missing_player.jpg
Corinthians 2000,Marcio Costa,LD,29,72,Brazil,wiki/missing_player.jpg
Corinthians 2000,Fabio Luciano,ZAG,24,79,Brazil,wiki/missing_player.jpg
Corinthians 2000,Roque Júnior,ZAG,23,78,Brazil,wiki/missing_player.jpg
Corinthians 2000,Kléber,LE,26,79,Brazil,wiki/missing_player.jpg
Corinthians 2000,Rincón,VOL,30,79,Colombia,wiki/missing_player.jpg
Corinthians 2000,Vampeta,VOL,26,81,Brazil,wiki/missing_player.jpg
Corinthians 2000,Marcelinho Carioca,MEI,30,83,Brazil,wiki/missing_player.jpg
Corinthians 2000,Ricardinho,MEI,23,84,Brazil,wiki/missing_player.jpg
Corinthians 2000,Edilson,ATA,29,81,Brazil,wiki/missing_player.jpg
Corinthians 2000,Luizão,ATA,24,84,Brazil,wiki/missing_player.jpg
Corinthians 2000,Edu Lima,MEI,22,74,Brazil,wiki/missing_player.jpg
Corinthians 2000,Maurinho,ZAG,25,71,Brazil,wiki/missing_player.jpg
Corinthians 2000,Kleber,MEI,21,73,Brazil,wiki/missing_player.jpg
Corinthians 2000,Leandro,LD,21,72,Brazil,wiki/missing_player.jpg
Corinthians 2000,Gilmar,ATA,24,73,Brazil,wiki/missing_player.jpg
Corinthians 2000,Dinei,ATA,27,74,Brazil,wiki/missing_player.jpg
Corinthians 2000,Fernando Baiano,ATA,21,70,Brazil,wiki/missing_player.jpg
Corinthians 2000,Adilson,ATA,28,75,Brazil,wiki/missing_player.jpg
São Caetano 2002,Silvio Luiz,GOL,27,75,Brazil,wiki/missing_player.jpg
São Caetano 2002,Capone,LD,29,72,Brazil,wiki/missing_player.jpg
São Caetano 2002,Dininho,ZAG,31,77,Brazil,wiki/missing_player.jpg
São Caetano 2002,Serginho,ZAG,31,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Triguinho,LE,22,73,Brazil,wiki/missing_player.jpg
São Caetano 2002,Galvão,VOL,30,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Adãozinho,VOL,28,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Michel,MEI,21,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Anaílson,ATA,25,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Gil,ATA,25,76,Brazil,wiki/missing_player.jpg
São Caetano 2002,Warley,ATA,26,77,Brazil,wiki/missing_player.jpg
São Caetano 2002,Serginho Fraldinha,VOL,23,73,Brazil,wiki/missing_player.jpg
São Caetano 2002,Paulo César,LD,26,72,Brazil,wiki/missing_player.jpg
São Caetano 2002,Marco Aurélio,ZAG,27,74,Brazil,wiki/missing_player.jpg
São Caetano 2002,Élson,VOL,23,72,Brazil,wiki/missing_player.jpg
São Caetano 2002,Paulo Miranda,ATA,22,73,Brazil,wiki/missing_player.jpg
São Caetano 2002,Leandro Amaral,ATA,22,75,Brazil,wiki/missing_player.jpg
São Caetano 2002,Adriano,ATA,22,72,Brazil,wiki/missing_player.jpg
São Caetano 2002,Claudinho,ATA,22,73,Brazil,wiki/missing_player.jpg
São Caetano 2002,Aldrovani,ATA,23,70,Brazil,wiki/missing_player.jpg
São Caetano 2002,Willian,ATA,23,70,Brazil,wiki/missing_player.jpg
São Caetano 2002,Márcio Griggio,VOL,31,75,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Gomes,GOL,31,83,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Arthur Moraes,GOL,31,75,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Maicon,LD,31,82,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Maurinho,LD,31,80,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Leandro,LE,31,79,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Gladstone,ZAG,31,78,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Cris,ZAG,31,80,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Edu Dracena,ZAG,31,81,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Luisão,ZAG,31,84,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Felipe Melo,VOL,31,79,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Maldonado,VOL,31,80,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Augusto Recife,VOL,31,77,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Paulo Miranda,VOL,31,77,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Alex,MEI,31,86,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Zinho,MEI,31,83,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Wendel,MEI,31,79,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Marcinho,MEI,31,78,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Aristizábal,ATA,31,82,Colombia,wiki/missing_player.jpg
Cruzeiro 2003,Deivid,ATA,31,80,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Marcelo Ramos,ATA,31,79,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Alex Alves,ATA,31,76,Brazil,wiki/missing_player.jpg
Cruzeiro 2003,Alex Dias,ATA,31,76,Brazil,wiki/missing_player.jpg
São Paulo 2005,Rogério Ceni,GOL,32,90,Brazil,wiki/missing_player.jpg
São Paulo 2005,Fabão,ZAG,31,80,Brazil,wiki/missing_player.jpg
São Paulo 2005,Lugano,ZAG,24,84,Uruguay,wiki/missing_player.jpg
São Paulo 2005,Edcarlos,ZAG,25,73,Brazil,wiki/missing_player.jpg
São Paulo 2005,Cicinho,LD,25,85,Brazil,wiki/missing_player.jpg
São Paulo 2005,Mineiro,VOL,30,80,Brazil,wiki/missing_player.jpg
São Paulo 2005,Souza,VOL,26,78,Brazil,wiki/missing_player.jpg
São Paulo 2005,Danilo,MC,24,82,Brazil,wiki/missing_player.jpg
São Paulo 2005,Júnior,VOL,31,75,Brazil,wiki/missing_player.jpg
São Paulo 2005,Amoroso,ATA,30,82,Brazil,wiki/missing_player.jpg
São Paulo 2005,Grafite,ATA,26,76,Brazil,wiki/missing_player.jpg
São Paulo 2005,Diego Tardelli,ATA,20,78,Brazil,wiki/missing_player.jpg
São Paulo 2005,Richarlyson,VOL,22,78,Brazil,wiki/missing_player.jpg
São Paulo 2005,Thiago,VOL,24,75,Brazil,wiki/missing_player.jpg
São Paulo 2005,Éder,ZAG,29,77,Brazil,wiki/missing_player.jpg
São Paulo 2005,Flávio Donizete,VOL,31,75,Brazil,wiki/missing_player.jpg
São Paulo 2005,Fábio Simplício,MC,26,78,Brazil,wiki/missing_player.jpg
São Paulo 2005,Gomes,GOL,24,77,Brazil,wiki/missing_player.jpg
Internacional 2006,Clemer,GOL,32,78,Brazil,wiki/missing_player.jpg
Internacional 2006,Gabriel,LD,22,76,Brazil,wiki/missing_player.jpg
Internacional 2006,Ediglê,ZAG,29,74,Brazil,wiki/missing_player.jpg
Internacional 2006,Índio,ZAG,28,80,Brazil,wiki/missing_player.jpg
Internacional 2006,Wellington Monteiro,LE,21,71,Brazil,wiki/missing_player.jpg
Internacional 2006,Edinho,VOL,34,76,Brazil,wiki/missing_player.jpg
Internacional 2006,Fabinho,MEI,31,78,Brazil,wiki/missing_player.jpg
Internacional 2006,Alex,MEI,23,82,Brazil,wiki/missing_player.jpg
Internacional 2006,Jorge Wagner,VOL,28,81,Brazil,wiki/missing_player.jpg
Internacional 2006,Iarley,ATA,31,80,Brazil,wiki/missing_player.jpg
Internacional 2006,Fernandão,ATA,28,84,Brazil,wiki/missing_player.jpg
Internacional 2006,Wellington Paulista,ATA,22,75,Brazil,wiki/missing_player.jpg
Internacional 2006,Hidalgo,MEI,26,72,Ecuador,wiki/missing_player.jpg
Internacional 2006,Bolívar,ZAG,29,78,Brazil,wiki/missing_player.jpg
Internacional 2006,Adriano Gabiru,ATA,28,72,Brazil,wiki/missing_player.jpg
Internacional 2006,Tinga,VOL,28,81,Brazil,wiki/missing_player.jpg
Internacional 2006,Fabian Vargas,VOL,26,77,Colombia,wiki/missing_player.jpg
Internacional 2006,Gavilán,ATA,27,72,Paraguay,wiki/missing_player.jpg
